time,measurement_type,pos_x,pos_y,theta
0.008,model,1.5192466624474479,-2.132645850539908,0.2579635489316689
0.06,model,1.5344489044017238,-2.1286366805399113,0.2578586302310815
0.069,model,1.534448904401677,-2.1286366805399237,0.2578571459617875
0.079,model,1.5344489044016303,-2.1286366805399357,0.25785566169249335
0.109,model,1.53444890440149,-2.1286366805399726,0.25785120888461116
0.128,model,1.5344489044013963,-2.128636680539997,0.257848240346023
0.137,model,1.5344489044013496,-2.1286366805400094,0.2578467560767289
0.149,model,1.5344489044013028,-2.128636680540022,0.2578452718074349
0.169,model,1.534448904401209,-2.1286366805400463,0.2578423032688466
0.178,model,1.5344489044011624,-2.1286366805400583,0.2578408189995525
0.189,model,1.5344489044011156,-2.1286366805400707,0.25783933473025855
0.206,model,1.534448904401022,-2.128636680540095,0.2578363661916702
0.238,model,1.5344489044008816,-2.128636680540132,0.25783191338378825
0.269,model,1.5344489044007412,-2.128636680540169,0.2578274605759058
0.288,model,1.5344489044006477,-2.1286366805401933,0.2578244920373178
0.299,model,1.5344489044006009,-2.1286366805402057,0.2578230077680236
0.352,model,1.5344489044004137,-2.1286366805402546,0.25781707069084736
0.352,model,1.534448904400367,-2.128636680540267,0.2578155864215533
0.381,model,1.5344489044002267,-2.128636680540304,0.25781113361367103
0.391,model,1.53444890440018,-2.128636680540316,0.25780964934437695
0.41,model,1.5344489044000862,-2.1286366805403403,0.25780668080578883
0.428,model,1.5344489043999927,-2.128636680540365,0.25780371226720056
0.461,model,1.5344489043998524,-2.1286366805404016,0.2577992594593186
0.538,model,1.534448904399478,-2.1286366805404997,0.25778738530496603
0.554,model,1.5344489043994314,-2.128636680540512,0.2577859010356719
0.63,model,1.534448904399057,-2.1286366805406103,0.2577740268813194
0.641,model,1.5344489043990102,-2.1286366805406223,0.2577725426120253
0.671,model,1.5344489043988698,-2.128636680540659,0.25776808980414284
0.681,model,1.534448904398823,-2.1286366805406716,0.2577666055348487
0.699,model,1.5344489043987295,-2.128636680540696,0.2577636369962606
0.731,model,1.5344489043985892,-2.128636680540733,0.25775918418837845
0.742,model,1.5344489043985423,-2.128636680540745,0.2577576999190845
0.781,model,1.5344489043983551,-2.128636680540794,0.2577517628419085
0.79,model,1.5344489043983085,-2.128636680540806,0.2577502785726143
0.802,model,1.5344489043982616,-2.1286366805408186,0.25774879430332015
0.81,model,1.5344489043982148,-2.128636680540831,0.257747310034026
0.822,model,1.534448904398168,-2.128636680540843,0.2577458257647319
0.844,model,1.5344489043980745,-2.1286366805408674,0.25774285722614354
0.871,model,1.5344489043979341,-2.1286366805409043,0.25773840441826124
0.881,model,1.5344489043978873,-2.1286366805409167,0.25773692014896715
0.92,model,1.5344489043977,-2.1286366805409656,0.2577309830717907
0.93,model,1.5344489043976535,-2.128636680540978,0.2577294988024967
0.943,model,1.5344489043976066,-2.12863668054099,0.2577280145332026
0.948,model,1.5344489043975598,-2.1286366805410024,0.2577265302639085
0.971,model,1.5344489043974663,-2.128636680541027,0.2577235617253205
1.0,model,1.5344489043973257,-2.1286366805410637,0.2577191089174382
1.01,model,1.534448904397279,-2.1286366805410757,0.257717624648144
1.034,model,1.5344489043971854,-2.1286366805411006,0.25771465610955596
1.034,model,1.5344489043971388,-2.1286366805411125,0.2577131718402618
1.109,model,1.5344489043968113,-2.1286366805411983,0.2577027819552029
1.13,model,1.5344489043967176,-2.128636680541223,0.2576998134166146
1.141,model,1.534448904396671,-2.128636680541235,0.2576983291473204
1.169,model,1.5344489043965304,-2.128636680541272,0.2576938763394386
1.191,model,1.5344489043964369,-2.1286366805412964,0.2576909078008505
1.221,model,1.5344489043962966,-2.1286366805413333,0.25768645499296844
1.229,model,1.5344489043962497,-2.1286366805413457,0.25768497072367436
1.296,model,1.5344489043959222,-2.1286366805414314,0.25767458083861583
1.328,model,1.5344489043957819,-2.128636680541468,0.25767012803073364
1.371,model,1.5344489043955947,-2.128636680541517,0.2576641909535572
1.41,model,1.5344489043954075,-2.128636680541566,0.257658253876381
1.429,model,1.534448904395314,-2.1286366805415904,0.25765528533779286
1.449,model,1.5344489043952203,-2.1286366805416153,0.2576523167992047
1.459,model,1.5344489043951737,-2.1286366805416272,0.25765083252991083
1.4689999999999999,model,1.5344489043951268,-2.1286366805416397,0.2576493482606168
1.5,model,1.5344489043949865,-2.128636680541676,0.25764489545273445
1.521,model,1.5344489043948928,-2.128636680541701,0.2576419269141464
1.53,model,1.5344489043948462,-2.128636680541713,0.2576404426448524
1.544,model,1.5344489043947993,-2.1286366805417254,0.25763895837555845
1.56,model,1.5344489043947056,-2.12863668054175,0.2576359898369701
1.5699999999999998,model,1.534448904394659,-2.1286366805417622,0.257634505567676
1.58,model,1.5344489043946121,-2.1286366805417742,0.257633021298382
1.599,model,1.5344489043945186,-2.1286366805417987,0.2576300527597939
1.62,model,1.534448904394425,-2.1286366805418235,0.2576270842212057
1.63,model,1.5344489043943783,-2.1286366805418355,0.25762559995191164
1.6400000000000001,model,1.5344489043943315,-2.128636680541848,0.25762411568261767
1.65,model,1.5344489043942846,-2.12863668054186,0.25762263141332364
1.6600000000000001,model,1.5344489043942378,-2.1286366805418724,0.25762114714402956
1.7029999999999998,model,1.5344489043940506,-2.1286366805419212,0.2576152100668534
1.7109999999999999,model,1.534448904394004,-2.1286366805419337,0.25761372579755915
1.74,model,1.5344489043938636,-2.1286366805419705,0.2576092729896771
1.771,model,1.5344489043937233,-2.128636680542007,0.25760482018179487
1.78,model,1.5344489043936764,-2.1286366805420194,0.2576033359125009
1.792,model,1.5344489043936296,-2.128636680542032,0.25760185164320676
1.799,model,1.534448904393583,-2.128636680542044,0.2576003673739126
1.8199999999999998,model,1.5344489043934892,-2.1286366805420682,0.25759739883532456
1.87,model,1.5344489043932552,-2.1286366805421295,0.2575899774888542
1.88,model,1.5344489043932086,-2.128636680542142,0.25758849321956007
1.8900000000000001,model,1.5344489043931617,-2.128636680542154,0.25758700895026604
1.9,model,1.5344489043931149,-2.1286366805421664,0.257585524680972
1.9100000000000001,model,1.534448904393068,-2.128636680542179,0.257584040411678
1.92,model,1.5344489043930214,-2.128636680542191,0.2575825561423839
1.96,model,1.5344489043928342,-2.1286366805422396,0.2575766190652076
1.9889999999999999,model,1.5344489043926939,-2.1286366805422765,0.25757216625732543
2.0,model,1.534448904392647,-2.128636680542289,0.2575706819880315
2.04,model,1.5344489043924598,-2.128636680542338,0.2575647449108551
2.05,model,1.534448904392413,-2.1286366805423502,0.25756326064156104
2.06,model,1.5344489043923664,-2.128636680542362,0.2575617763722671
2.082,model,1.5344489043922727,-2.1286366805423866,0.2575588078336789
2.151,model,1.5344489043919451,-2.1286366805424723,0.2575484179486205
2.158,model,1.5344489043918985,-2.128636680542485,0.2575469336793265
2.168,model,1.5344489043918517,-2.128636680542497,0.25754544941003243
2.179,model,1.5344489043918048,-2.128636680542509,0.2575439651407384
2.286,model,1.5344489043914773,-2.128636680542595,0.2575335752556799
2.287,model,1.5344489043914304,-2.1286366805426074,0.25753209098638596
2.287,model,1.5344489043913836,-2.1286366805426193,0.25753060671709194
2.287,model,1.534448904391337,-2.1286366805426318,0.25752912244779785
2.332,model,1.5344489043912901,-2.128636680542644,0.25752763817850377
2.431,model,1.5344489043908223,-2.1286366805427663,0.2575127954855632
2.432,model,1.5344489043907754,-2.1286366805427788,0.25751131121626913
2.432,model,1.5344489043907286,-2.1286366805427908,0.25750982694697505
2.432,model,1.534448904390682,-2.128636680542803,0.25750834267768097
2.432,model,1.534448904390635,-2.1286366805428156,0.25750685840838705
2.489,model,1.5344489043903544,-2.128636680542889,0.25749795279262255
2.533,model,1.5344489043902607,-2.1286366805429133,0.25749498425403444
2.533,model,1.534448904390214,-2.1286366805429258,0.25749349998474047
2.534,model,1.5344489043901672,-2.1286366805429378,0.2574920157154464
2.55,model,1.5344489043900735,-2.128636680542962,0.2574890471768582
2.559,model,1.534448904390027,-2.1286366805429746,0.25748756290756414
2.569,model,1.53444890438998,-2.128636680542987,0.2574860786382701
2.5789999999999997,model,1.5344489043899332,-2.128636680542999,0.257484594368976
2.589,model,1.5344489043898863,-2.1286366805430115,0.25748311009968206
2.599,model,1.5344489043898397,-2.1286366805430235,0.2574816258303879
2.606,model,1.5344489043897929,-2.128636680543036,0.2574801415610939
2.629,model,1.5344489043896992,-2.1286366805430603,0.2574771730225059
2.636,model,1.5344489043896525,-2.1286366805430728,0.2574756887532118
2.745,model,1.5344489043892782,-2.1286366805431705,0.25746381459885936
2.745,model,1.5344489043891845,-2.128636680543195,0.2574608460602712
2.835,model,1.5344489043887166,-2.1286366805433174,0.25744600336733064
2.8890000000000002,model,1.5344489043884828,-2.1286366805433787,0.2574385820208604
2.94,model,1.534448904388389,-2.128636680543403,0.2574356134822723
2.94,model,1.5344489043883422,-2.1286366805434156,0.25743412921297815
2.94,model,1.5344489043882956,-2.1286366805434276,0.25743264494368423
