0,2,1.5708,0.048,0,-0.048
0.012,1.9999,1.5588,0.047997,-0.001152,-0.048
0.023998,1.9994,1.5468,0.047986,-0.0023038,-0.048
0.035992,1.9987,1.5348,0.047969,-0.0034553,-0.048
0.047982,1.9977,1.5228,0.047945,-0.0046062,-0.048
0.059964,1.9964,1.5108,0.047914,-0.0057565,-0.048
0.071938,1.9948,1.4988,0.047876,-0.006906,-0.048
0.083901,1.9929,1.4868,0.047831,-0.0080545,-0.048
0.095853,1.9908,1.4748,0.047779,-0.0092019,-0.048
0.10779,1.9883,1.4628,0.04772,-0.010348,-0.048
0.11971,1.9856,1.4508,0.047655,-0.011492,-0.048
0.13162,1.9826,1.4388,0.047582,-0.012635,-0.048
0.1435,1.9793,1.4268,0.047503,-0.013776,-0.048
0.15537,1.9757,1.4148,0.047417,-0.014915,-0.048
0.16721,1.9718,1.4028,0.047324,-0.016052,-0.048
0.17903,1.9677,1.3908,0.047224,-0.017187,-0.048
0.19082,1.9632,1.3788,0.047118,-0.018319,-0.048
0.20259,1.9585,1.3668,0.047005,-0.019448,-0.048
0.21432,1.9535,1.3548,0.046885,-0.020575,-0.048
0.22603,1.9482,1.3428,0.046758,-0.021699,-0.048
0.2377,1.9427,1.3308,0.046624,-0.022819,-0.048
0.24934,1.9368,1.3188,0.046484,-0.023937,-0.048
0.26094,1.9307,1.3068,0.046337,-0.025051,-0.048
0.27251,1.9243,1.2948,0.046183,-0.026161,-0.048
0.28404,1.9176,1.2828,0.046023,-0.027267,-0.048
0.29552,1.9107,1.2708,0.045856,-0.02837,-0.048
0.30696,1.9034,1.2588,0.045683,-0.029468,-0.048
0.31836,1.8959,1.2468,0.045503,-0.030563,-0.048
0.32971,1.8882,1.2348,0.045316,-0.031652,-0.048
0.34102,1.8801,1.2228,0.045123,-0.032738,-0.048
0.35227,1.8718,1.2108,0.044923,-0.033818,-0.048
0.36348,1.8632,1.1988,0.044717,-0.034894,-0.048
0.37463,1.8543,1.1868,0.044504,-0.035965,-0.048
0.38573,1.8452,1.1748,0.044285,-0.03703,-0.048
0.39677,1.8358,1.1628,0.04406,-0.03809,-0.048
0.40776,1.8262,1.1508,0.043828,-0.039145,-0.048
0.41869,1.8163,1.1388,0.04359,-0.040194,-0.048
0.42956,1.8061,1.1268,0.043346,-0.041237,-0.048
0.44036,1.7956,1.1148,0.043095,-0.042275,-0.048
0.4511,1.7849,1.1028,0.042839,-0.043306,-0.048
0.46178,1.774,1.0908,0.042576,-0.044331,-0.048
0.47239,1.7628,1.0788,0.042307,-0.045349,-0.048
0.48293,1.7513,1.0668,0.042032,-0.046361,-0.048
0.4934,1.7396,1.0548,0.04175,-0.047367,-0.048
0.50381,1.7276,1.0428,0.041463,-0.048365,-0.048
0.51414,1.7154,1.0308,0.04117,-0.049357,-0.048
0.52439,1.703,1.0188,0.040871,-0.050342,-0.048
0.53457,1.6902,1.0068,0.040566,-0.051319,-0.048
0.54467,1.6773,0.9948,0.040255,-0.052289,-0.048
0.5547,1.6641,0.9828,0.039938,-0.053251,-0.048
0.56464,1.6507,0.9708,0.039616,-0.054206,-0.048
0.57451,1.637,0.9588,0.039288,-0.055153,-0.048
0.58429,1.6231,0.9468,0.038954,-0.056091,-0.048
0.59398,1.609,0.9348,0.038615,-0.057022,-0.048
0.60359,1.5946,0.9228,0.03827,-0.057945,-0.048
0.61312,1.58,0.9108,0.03792,-0.058859,-0.048
0.62255,1.5652,0.8988,0.037564,-0.059765,-0.048
0.6319,1.5501,0.8868,0.037202,-0.060662,-0.048
0.64115,1.5348,0.8748,0.036836,-0.061551,-0.048
0.65032,1.5193,0.8628,0.036464,-0.06243,-0.048
0.65938,1.5036,0.8508,0.036087,-0.063301,-0.048
0.66836,1.4877,0.8388,0.035704,-0.064162,-0.048
0.67724,1.4715,0.8268,0.035317,-0.065015,-0.048
0.68602,1.4552,0.8148,0.034924,-0.065858,-0.048
0.6947,1.4386,0.8028,0.034526,-0.066691,-0.048
0.70328,1.4218,0.7908,0.034124,-0.067515,-0.048
0.71176,1.4048,0.7788,0.033716,-0.068329,-0.048
0.72014,1.3877,0.7668,0.033304,-0.069133,-0.048
0.72841,1.3703,0.7548,0.032887,-0.069927,-0.048
0.73658,1.3527,0.7428,0.032465,-0.070712,-0.048
0.74464,1.3349,0.7308,0.032038,-0.071486,-0.048
0.7526,1.317,0.7188,0.031607,-0.072249,-0.048
0.76045,1.2988,0.7068,0.031171,-0.073003,-0.048
0.76818,1.2805,0.6948,0.030731,-0.073746,-0.048
0.77581,1.2619,0.6828,0.030286,-0.074478,-0.048
