0,2,-1.309,0.048,0,-0.048
0.012,1.9999,-1.321,0.047997,-0.001152,-0.048
0.023998,1.9994,-1.333,0.047986,-0.0023038,-0.048
0.035992,1.9987,-1.345,0.047969,-0.0034553,-0.048
0.047982,1.9977,-1.357,0.047945,-0.0046062,-0.048
0.059964,1.9964,-1.369,0.047914,-0.0057565,-0.048
0.071938,1.9948,-1.381,0.047876,-0.006906,-0.048
0.083901,1.9929,-1.393,0.047831,-0.0080545,-0.048
0.095853,1.9908,-1.405,0.047779,-0.0092019,-0.048
0.10779,1.9883,-1.417,0.04772,-0.010348,-0.048
0.11971,1.9856,-1.429,0.047655,-0.011492,-0.048
0.13162,1.9826,-1.441,0.047582,-0.012635,-0.048
0.1435,1.9793,-1.453,0.047503,-0.013776,-0.048
0.15537,1.9757,-1.465,0.047417,-0.014915,-0.048
0.16721,1.9718,-1.477,0.047324,-0.016052,-0.048
0.17903,1.9677,-1.489,0.047224,-0.017187,-0.048
0.19082,1.9632,-1.501,0.047118,-0.018319,-0.048
0.20259,1.9585,-1.513,0.047005,-0.019448,-0.048
0.21432,1.9535,-1.525,0.046885,-0.020575,-0.048
0.22603,1.9482,-1.537,0.046758,-0.021699,-0.048
0.2377,1.9427,-1.549,0.046624,-0.022819,-0.048
0.24934,1.9368,-1.561,0.046484,-0.023937,-0.048
0.26094,1.9307,-1.573,0.046337,-0.025051,-0.048
0.27251,1.9243,-1.585,0.046183,-0.026161,-0.048
0.28404,1.9176,-1.597,0.046023,-0.027267,-0.048
0.29552,1.9107,-1.609,0.045856,-0.02837,-0.048
0.30696,1.9034,-1.621,0.045683,-0.029468,-0.048
0.31836,1.8959,-1.633,0.045503,-0.030563,-0.048
0.32971,1.8882,-1.645,0.045316,-0.031652,-0.048
0.34102,1.8801,-1.657,0.045123,-0.032738,-0.048
0.35227,1.8718,-1.669,0.044923,-0.033818,-0.048
0.36348,1.8632,-1.681,0.044717,-0.034894,-0.048
0.37463,1.8543,-1.693,0.044504,-0.035965,-0.048
0.38573,1.8452,-1.705,0.044285,-0.03703,-0.048
0.39677,1.8358,-1.717,0.04406,-0.03809,-0.048
0.40776,1.8262,-1.729,0.043828,-0.039145,-0.048
0.41869,1.8163,-1.741,0.04359,-0.040194,-0.048
0.42956,1.8061,-1.753,0.043346,-0.041237,-0.048
0.44036,1.7956,-1.765,0.043095,-0.042275,-0.048
0.4511,1.7849,-1.777,0.042839,-0.043306,-0.048
0.46178,1.774,-1.789,0.042576,-0.044331,-0.048
0.47239,1.7628,-1.801,0.042307,-0.045349,-0.048
0.48293,1.7513,-1.813,0.042032,-0.046361,-0.048
0.4934,1.7396,-1.825,0.04175,-0.047367,-0.048
0.50381,1.7276,-1.837,0.041463,-0.048365,-0.048
0.51414,1.7154,-1.849,0.04117,-0.049357,-0.048
0.52439,1.703,-1.861,0.040871,-0.050342,-0.048
0.53457,1.6902,-1.873,0.040566,-0.051319,-0.048
0.54467,1.6773,-1.885,0.040255,-0.052289,-0.048
0.5547,1.6641,-1.897,0.039938,-0.053251,-0.048
0.56464,1.6507,-1.909,0.039616,-0.054206,-0.048
0.57451,1.637,-1.921,0.039288,-0.055153,-0.048
0.58429,1.6231,-1.933,0.038954,-0.056091,-0.048
0.59398,1.609,-1.945,0.038615,-0.057022,-0.048
0.60359,1.5946,-1.957,0.03827,-0.057945,-0.048
0.61312,1.58,-1.969,0.03792,-0.058859,-0.048
0.62255,1.5652,-1.981,0.037564,-0.059765,-0.048
0.6319,1.5501,-1.993,0.037202,-0.060662,-0.048
0.64115,1.5348,-2.005,0.036836,-0.061551,-0.048
0.65032,1.5193,-2.017,0.036464,-0.06243,-0.048
0.65938,1.5036,-2.029,0.036087,-0.063301,-0.048
0.66836,1.4877,-2.041,0.035704,-0.064162,-0.048
0.67724,1.4715,-2.053,0.035317,-0.065015,-0.048
0.68602,1.4552,-2.065,0.034924,-0.065858,-0.048
0.6947,1.4386,-2.077,0.034526,-0.066691,-0.048
0.70328,1.4218,-2.089,0.034124,-0.067515,-0.048
0.71176,1.4048,-2.101,0.033716,-0.068329,-0.048
0.72014,1.3877,-2.113,0.033304,-0.069133,-0.048
0.72841,1.3703,-2.125,0.032887,-0.069927,-0.048
0.73658,1.3527,-2.137,0.032465,-0.070712,-0.048
0.74464,1.3349,-2.149,0.032038,-0.071486,-0.048
0.7526,1.317,-2.161,0.031607,-0.072249,-0.048
0.76045,1.2988,-2.173,0.031171,-0.073003,-0.048
0.76818,1.2805,-2.185,0.030731,-0.073746,-0.048
0.77581,1.2619,-2.197,0.030286,-0.074478,-0.048
0.78333,1.2432,-2.209,0.029837,-0.075199,-0.048
0.79073,1.2243,-2.221,0.029384,-0.07591,-0.048
0.79802,1.2053,-2.233,0.028926,-0.07661,-0.048
0.80519,1.186,-2.245,0.028465,-0.077298,-0.048
0.81225,1.1666,-2.257,0.027999,-0.077976,-0.048
0.81919,1.147,-2.269,0.027529,-0.078642,-0.048
0.82601,1.1273,-2.281,0.027055,-0.079297,-0.048
0.83272,1.1074,-2.293,0.026577,-0.079941,-0.048
0.8393,1.0873,-2.305,0.026096,-0.080573,-0.048
0.84577,1.0671,-2.317,0.025611,-0.081194,-0.048
0.85211,1.0467,-2.329,0.025122,-0.081802,-0.048
0.85833,1.0262,-2.341,0.024629,-0.082399,-0.048
0.86442,1.0055,-2.353,0.024133,-0.082985,-0.048
0.87039,0.98472,-2.365,0.023633,-0.083558,-0.048
0.87624,0.96376,-2.377,0.02313,-0.084119,-0.048
0.88196,0.94266,-2.389,0.022624,-0.084668,-0.048
0.88755,0.92142,-2.401,0.022114,-0.085205,-0.048
0.89301,0.90006,-2.413,0.021601,-0.085729,-0.048
0.89835,0.87856,-2.425,0.021085,-0.086242,-0.048
0.90356,0.85694,-2.437,0.020566,-0.086741,-0.048
0.90863,0.83519,-2.449,0.020045,-0.087229,-0.048
0.91358,0.81332,-2.461,0.01952,-0.087704,-0.048
0.91839,0.79134,-2.473,0.018992,-0.088166,-0.048
0.92307,0.76924,-2.485,0.018462,-0.088615,-0.048
0.92762,0.74703,-2.497,0.017929,-0.089052,-0.048
0.93204,0.72472,-2.509,0.017393,-0.089476,-0.048
0.93632,0.70229,-2.521,0.016855,-0.089887,-0.048
0.94047,0.67977,-2.533,0.016315,-0.090285,-0.048
0.94448,0.65715,-2.545,0.015772,-0.09067,-0.048
0.94835,0.63444,-2.557,0.015227,-0.091042,-0.048
0.95209,0.61163,-2.569,0.014679,-0.091401,-0.048
0.95569,0.58874,-2.581,0.01413,-0.091746,-0.048
0.95916,0.56576,-2.593,0.013578,-0.092079,-0.048
0.96248,0.5427,-2.605,0.013025,-0.092398,-0.048
0.96567,0.51956,-2.617,0.01247,-0.092704,-0.048
0.96872,0.49635,-2.629,0.011912,-0.092997,-0.048
0.97162,0.47307,-2.641,0.011354,-0.093276,-0.048
0.97439,0.44971,-2.653,0.010793,-0.093542,-0.048
0.97702,0.4263,-2.665,0.010231,-0.093794,-0.048
0.97951,0.40282,-2.677,0.0096676,-0.094033,-0.048
0.98185,0.37928,-2.689,0.0091028,-0.094258,-0.048
0.98406,0.35569,-2.701,0.0085366,-0.09447,-0.048
0.98612,0.33205,-2.713,0.0079692,-0.094668,-0.048
0.98804,0.30836,-2.725,0.0074006,-0.094852,-0.048
0.98982,0.28462,-2.737,0.006831,-0.095023,-0.048
0.99146,0.26085,-2.749,0.0062603,-0.09518,-0.048
0.99295,0.23703,-2.761,0.0056888,-0.095323,-0.048
0.9943,0.21319,-2.773,0.0051165,-0.095453,-0.048
0.99551,0.18931,-2.785,0.0045434,-0.095569,-0.048
